"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"o0cmV0Ewn14T-UhgtBkLn0ENXyV4cA-tuLVNXMYtOCs4wod008IEVpHT2QT-zNcv","3490","15","2024-07-19 01:35:07","2024-07-19 01:44:34","2024-07-19 01:44:34","","I was walking around the UBC campus with a friend of mine. We had just finished our class and we were chatting, heading in the same direction. It was rather hot outside.","6","7","9","2","2","7","9","2","1","7","9","10","6","10","10","10","2","8","5","7","3","8","2","8","1","10","6","5","I head to school twice a week, spending about 9-9.5 hours there. Commute takes a total of 2 hours per day. Over the week, I likely head to my boyfriend's house for a day, the rest of my time spent at home with my parents, younger sibling, and cat. I spend a mediocre amount of time studying.","6","6","4","2","7","6","2","1","7","1","8","6","4","7","7","9","6","7","7","8","5","7","7","10","5","3","8","6","thoughtless,lazy,relaxed,subordinate,conventional,sociable,artistic,aloof,balanced,kind,diligent,trustful,blue,organized,traditional,assertive,irritable,active,enthusiastic,curious,passive,suspicious,carefree,polite,tidy,reliable,sympathetic,nervous","subordinate,conventional,diligent,passive","4, 5, 11, 21","I had ideas of what each meant, but I couldn't define them myself. For example, I knew passive had something to do with being submissive to events that occur"
"ZD-m4NMzor4smC5PNA9zmfU1VcgLSHBXAMwfU1tuX6H04gCtycpXEcLdH5_sCf8Q","3516","15","2024-07-19 03:19:39","2024-07-19 03:24:39","2024-07-19 03:24:39","","at tim hortons ordering ordering food. I was interacting with the cashier and waiting for my order","4","6","6","3","4","5","6","4","5","6","6","6","6","5","8","9","3","6","6","5","5","6","7","6","3","3","6","8","a usual week involves going to school, doing homework, working and spending time with family and friends. the main places i go to are school, work and the gym","8","6","7","5","5","6","7","5","5","8","7","6","7","4","8","9","4","6","8","5","7","9","7","8","3","4","6","8","thoughtless,curious,sympathetic,passive,sociable,artistic,organized,suspicious,conventional,active,lazy,blue,aloof,reliable,balanced,tidy,assertive,diligent,relaxed,traditional,enthusiastic,polite,kind,irritable,subordinate,trustful,carefree,nervous","conventional,aloof,subordinate","9, 13, 25","i am not totally sure what these words mean"
"3O_027LCNEUfpMPpS7_-QGjGHZ059fs9Owc-mAjbi3oU7wnVtfJ6-mAHoIneoPxt","3727","15","2024-07-19 20:03:17","2024-07-19 20:10:49","2024-07-19 20:10:49","","I had just woken up, I was in my room I scrolled though my phone for a bit and also read some emails","4","4","3","1","3","5","7","2","5","1","1","3","1","4","4","3","1","6","8","6","8","7","1","7","1","7","7","6","In a typical week I will go to work 3x at the restaurant I work at. I interact with a lot of different people there including my coworkers who are also my friends. Other then work I spend a lot of time with my friends some from work some from other places, we go to the bar, shopping, golfing, hiking. Also, I spend time with my family because I live at home I help make dinner everyday that I’m home at dinner time. I also spend a lot of time with my dog ","9","2","3","4","3","4","9","3","4","6","1","8","6","1","8","10","1","9","7","6","5","8","1","8","4","6","5","6","aloof,sociable,enthusiastic,tidy,organized,artistic,traditional,kind,thoughtless,reliable,trustful,subordinate,irritable,active,polite,curious,balanced,nervous,passive,lazy,diligent,carefree,relaxed,blue,assertive,sympathetic,suspicious,conventional","subordinate,conventional","12, 28","Subordinate= something of lesser stature 
Conventional= the same"
"Hg5cYcHPIp_vxUgWxClQZ3ute5j-E2KKHzfdWbDFgf_Ku94z79OWkN8OaS9feT5K","3766","15","2024-07-19 22:48:13","2024-07-19 23:02:11","2024-07-19 23:02:11","","An hour ago I believe I was exactly where I am now sitting at my desk, having recently finished watching a Esports match, I was playing chess online, and watching a Markiplier video. I was alone, hot room, fan on, I had eaten lunch about 30 minutes prior. ","1","10","9","1","1","6","1","1","2","2","9","7","5","7","1","5","2","5","3","2","9","1","2","1","1","7","5","1","I'm taking one course at UBC, I will go to campus about once a week to go to that course and visit my girlfriend. 
I go to Richmond several times a week however each week is different, to coach chess, normally for about 2 hours (which is the minimum) and maximum 6 hours. I go to save on foods nearby about once a week for groceries, it is a very similar process each time I go. ","1","7","5","1","3","4","4","5","1","6","3","9","5","4","9","8","3","9","3","1","8","4","2","7","1","4","9","2","conventional,thoughtless,trustful,enthusiastic,diligent,suspicious,relaxed,reliable,sympathetic,organized,artistic,lazy,carefree,blue,balanced,tidy,subordinate,kind,passive,assertive,sociable,polite,nervous,traditional,curious,active,aloof,irritable","blue,aloof","14, 27","I have assumed aloof to being adjacent to carefree, but I'm not all that certain about it. Blue is a colour, I'm assuming its adjacent to nervous, but I'm not sure. 
I'm not going to look up these definitions just in case I'm not supposed to. (for now)"
"TaTXoPMwkDOI47VWLoEzWb2i4DJSaFfprpA-pLpIyEWgVrgdAwmC8dNYPHdzF6T6","3895","15","2024-07-20 08:46:43","2024-07-20 09:02:11","2024-07-20 09:02:11","","I was eating yogurt with blueberries in it after finishing a call with my girlfriend. I was playing a game on my computer called Slime Rancher before that. After eating yogurt I cleaned the dishes and then called my girlfriend back and was calling her until now. During the call I played Clash of clans and also completed a screening survey for the psychology research website. After completing the screening I looked for studies and stumbled upon this. I ended the call with my girlfriend since she was going to bed, and then I began writing this survey. ","1","10","7","1","1","10","10","1","1","3","7","10","10","1","10","10","1","10","7","8","3","7","3","10","1","7","7","2","Currently I am taking two summer courses for extra credits. On Monday and Wednesday I attend a forensic anthropology class that I thoroughly enjoy, and after I get lunch always with my friend who's name is Steve whom I became friends with in the first 2 hours during the break of my first class. After eating lunch with him I ride the bus home with him and I spend the afternoon doing things that I have to such as studying, chores, calling my girlfriend (not something that I have to do but something that I want to do all the time). On Tuesdays and Thursdays I attend a psychology lecture with my girlfriend, and we usually sit in class passively learning. After we usually go to my place to hangout, and after I send her back home via bus and train and say bye to her and then commute back home. Occasionally I eat with her and her parents when I go back with her. And finally on the weekends I usually get studying and exercise done, and when my girlfriend and I both have time we go on a date. I also live in a shared house with 8 other people (not my family) whom I am very close with. I usually hangout with them in my free time as well, their age range varies from 22-70, I find this environment very fun and never feel bored. ","2","10","10","1","2","6","10","5","1","6","5","10","10","1","10","8","1","10","3","3","6","2","6","10","6","10","5","6","conventional,irritable,diligent,balanced,assertive,blue,subordinate,tidy,enthusiastic,aloof,thoughtless,traditional,active,artistic,relaxed,polite,nervous,curious,kind,lazy,sociable,sympathetic,passive,carefree,suspicious,reliable,organized,trustful","balanced,blue,subordinate,traditional,passive,suspicious","4, 6, 7, 12, 23, 25","Balanced: Wasnt sure if this was referring to the way I spend time or what I do.

Blue: Does this mean sad? and if it does why not just say so?

Subordinate: I don't think I necessarily serve someone so I don't know what this means in my life.

Traditional: Traditional in regards to? How I live, my religion, my beliefs? I wasn't sure how this could fit my day to day life. 

Passive: I wasn't sure if this meant something different from lazy

Suspicious: Suspicious of? I don't think there is anything I am suspicious of in my daily life unless I am missing something in the word. "
"f2GX0bIajqGjtONPdqY_Ssko9ZKlfkI5fzPpjKuDH6gvm_UOoeiqsqhZFnDLudEm","4167","15","2024-07-21 07:02:45","2024-07-21 07:12:58","2024-07-21 07:12:58","","An hour ago, I was sitting in the same spot where I am currently.  I was right here, studying for my exams at the theory table in my house by myself. There is nothing to highlight except for the fact that I was not able to process anything that I had been reading/studying. ","3","5","8","6","5","4","5","4","3","4","7","3","3","7","5","4","3","5","5","8","8","2","6","6","5","7","5","5","Right now, at this point in my life, there is only work and school. I work roughly 4 days a week while trying to keep up with my courses. It gets tiring talking to my colleagues due to the fear that I will somehow not meet their expectations or disappoint them with my personality. I typically only hang out with my boyfriend as I have no interest in interacting with other people, etc. friends (unless its on social media). I also interact with my three sisters and mother as they are always present at home.","7","6","6","7","9","3","6","5","6","3","6","6","4","7","7","6","6","7","5","5","8","6","8","6","6","7","5","5","relaxed,active,reliable,assertive,nervous,polite,sympathetic,organized,subordinate,conventional,kind,sociable,trustful,enthusiastic,curious,traditional,lazy,diligent,blue,carefree,suspicious,irritable,artistic,tidy,balanced,aloof,thoughtless,passive","conventional,traditional","10, 16","I have no idea what conventional means. Normal? I don't feel normal most of the times. Not sure what traditional means either in this broad context. "
"b9V8MMd-4iYOj3RFoXweJ1idPsDiniDZQFOxlcAPXupYZHufhdlfLhMMLJGEMdby","4390","15","2024-07-22 00:59:36","2024-07-22 01:02:03","2024-07-22 01:02:04","","i was at my computer working on an assignment alone in my room","4","4","5","1","5","5","2","6","5","5","6","5","2","1","5","7","2","5","8","7","5","10","1","5","6","7","5","2","i go to school, home, work, i interact with my peers at school, family at home, relatives at home, customers at work","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","conventional,tidy,organized,nervous,reliable,trustful,sociable,suspicious,curious,thoughtless,carefree,assertive,artistic,sympathetic,kind,passive,diligent,traditional,aloof,balanced,subordinate,irritable,lazy,blue,relaxed,active,enthusiastic,polite","","",""
"Se9I2KltHAxfe2W9SAyjyjv7vy3SqXE2Igi_bcp6Gu8KD78vs4rixQn06KjX0Yto","4402","15","2024-07-22 01:28:58","2024-07-22 01:35:44","2024-07-22 01:35:44","","i was wimming in the swiming pool at my moms house with my boyfriend. i felt very happy and calm","2","8","8","2","1","8","7","8","3","8","4","8","7","9","6","8","2","8","8","8","2","8","9","8","2","8","4","8","I normally go to university, to classes, and to the library. i do my weekly chores and i see my boyfriend on the weekend ","5","8","2","4","5","9","8","8","4","7","4","9","8","7","9","8","7","8","8","9","4","7","2","8","7","9","8","4","suspicious,sympathetic,polite,balanced,kind,passive,organized,blue,thoughtless,enthusiastic,conventional,tidy,carefree,relaxed,aloof,diligent,assertive,sociable,active,reliable,nervous,irritable,curious,subordinate,artistic,traditional,trustful,lazy","aloof,subordinate","15, 24","doesn't seem well explanided"
"1W0DmbKAV3DK6cPrletf6MhTw2g2QSUR8X6f9Mmqz84VwU6HqYtUnpF8eRw0EWaP","4412","15","2024-07-22 01:42:15","2024-07-22 01:52:08","2024-07-22 01:52:08","","I was sitting in the library, doing my work, when i got a call from my friend that her grandfather passed away. I spoke to her for a while and asked how she and her family were doing. I was sitting alone in the library when i got the call. ","7","5","5","8","1","9","9","1","7","9","1","7","10","1","9","9","1","9","9","5","2","9","3","9","7","6","3","4","A typical week for me is attending classes during the day, meeting friends during and after class, getting food with them and studying at the library till late at night on weekdays . On weekends my friends and i go out and try different restaurants, and go do activities that we can't usually do during weekdays like kayaking, picnics, cycling etc.","8","8","3","6","5","6","9","6","5","8","5","8","8","5","7","8","3","9","6","7","5","7","7","8","7","8","3","4","tidy,artistic,reliable,diligent,irritable,organized,kind,balanced,lazy,trustful,enthusiastic,polite,assertive,carefree,active,blue,nervous,relaxed,subordinate,aloof,passive,traditional,thoughtless,curious,suspicious,conventional,sociable,sympathetic","subordinate,traditional,suspicious,conventional","19, 22, 25, 26","Although I know the meanings to the words individually, I'm not sure I fully understood it in the context of ""how I felt during the week"". Traditional to me means something that represents my culture and behaving in ways that represent my culture which is a part of my life in a more general way and not momentarily. Same with conventional. So I feel like I didn't quite understand the context of these terms since it was based on MANY instances during a week. "
"Zd0ikKIL6mnmbQvP0mdkhqa4O5rgxkWBI0BFFVFLoMnePzwAlbIiWD_P0fAmSPqv","4480","15","2024-07-22 06:53:58","2024-07-22 07:04:29","2024-07-22 07:04:29","","I called my partner on the phone and discussed a game for which we were looking at the stats. I was sitting on my bed.","1","9","6","2","2","8","8","5","1","3","2","10","6","3","8","5","1","8","6","8","6","6","3","6","1","10","8","1","Usually, a typical week entails school courses, and lots of studying. I occasionally study at a cafe and try new drinks with my partner. I also journal and go to the gym.","5","4","3","8","7","6","6","8","3","7","5","4","7","7","7","5","2","6","8","7","7","8","7","7","7","6","7","3","irritable,curious,passive,thoughtless,suspicious,balanced,enthusiastic,kind,nervous,lazy,sympathetic,conventional,polite,relaxed,tidy,artistic,aloof,reliable,active,trustful,subordinate,assertive,diligent,sociable,carefree,organized,traditional,blue","conventional,aloof,traditional","12, 17, 27","Conventional can look very different for everyone. I had to review what aloof meant. Confused about whether traditional means towards a particular culture or context."
"UlhXu8D_XSfH2S7meYP7Xs4RbF38vAkfbLres4Dr6SK3TFEFbS5I7RzmU8csH0bH","4622","15","2024-07-22 17:50:14","2024-07-22 17:54:57","2024-07-22 17:54:57","","I was sleeping alone with the fan on in my room with the lights off","1","10","5","1","1","6","1","1","1","1","8","1","1","5","1","1","1","6","1","5","10","1","10","1","1","1","5","5","I get up, go to work or school or do chores at home. If I'm at home I'm alone and not talking to anybody. If I'm at work, I have to talk to the people I work with. School, likewise","6","4","3","4","3","6","8","3","4","7","7","6","7","3","10","10","1","7","7","7","4","9","2","7","6","7","5","5","active,tidy,diligent,sympathetic,subordinate,artistic,suspicious,nervous,trustful,passive,relaxed,thoughtless,conventional,lazy,aloof,balanced,enthusiastic,assertive,organized,curious,blue,sociable,carefree,polite,kind,irritable,traditional,reliable","conventional,traditional","13, 27","I don't know what these mean in the context of what I'm talking about. I assumed traditional meant I just followed the rules of my job, school, chores, etc without doing anything eccentric, but than that feels like the same thing as conventional, so I don't know"
